0.043895	1	0
0.924522	0	1
0.744896	1	0
0.432577	1	0
0.700661	1	0
0.971817	1	0
0.946027	0	1
0.621435	1	0
0.876992	0	1
0.967848	1	0
0.967959	0	1
0.834552	1	0
0.00504751	1	0
0.043895	1	0
0.0571584	1	0
0.945727	1	0
0.834552	1	0
0.967959	0	1
0.682097	1	0
0.9636	1	0
0.623574	1	0
0.945727	1	0
0.0822261	1	0
0.9636	1	0
0.966162	1	0
0.924903	0	1
0.390475	1	0
0.846952	1	0
0.979205	1	0
0.00679532	1	0
0.964612	1	0
0.134026	1	0
0.772839	1	0
0.784672	1	0
0.744896	1	0
0.739294	1	0
0.264785	1	0
0.924522	0	1
0.0261191	1	0
0.123632	1	0
0.521725	1	0
0.566163	1	0
0.988717	1	0
0.489523	1	0
0.045534	1	0
0.452008	1	0
0.967848	1	0
0.747692	1	0
0.877565	1	0
0.134026	1	0
0.545858	1	0
0.300004	1	0
0.918748	0	1
0.425407	1	0
0.964612	1	0
0.907375	1	0
0.432577	1	0
0.964612	1	0
0.987746	1	0
0.0442786	1	0
0.86292	1	0
0.0586666	1	0
0.877238	0	1
0.0451199	1	0
0.800323	0	1
0.978409	1	0
0.954873	0	1
0.739294	1	0
0.963279	1	0
0.746622	1	0
0.772839	1	0
0.943118	1	0
0.938741	1	0
0.0178999	1	0
0.872027	1	0
0.075499	1	0
0.987746	1	0
0.0697424	1	0
0.979205	1	0
0.0229292	1	0
0.416656	1	0
0.432381	1	0
0.692721	1	0
0.700661	1	0
0.489523	1	0
0.964612	1	0
0.946027	0	1
0.967959	0	1
0.566163	1	0
0.644056	1	0
0.674939	1	0
0.045534	1	0
0.588767	1	0
0.847561	1	0
0.300004	1	0
0.0822261	1	0
0.834552	1	0
0.988818	1	0
0.555903	1	0
0.783941	1	0
0.045534	1	0
0.525314	1	0
0.948505	1	0
0.914502	1	0
0.987746	1	0
0.545858	1	0
0.964612	1	0
0.712084	1	0
0.834552	1	0
0.316805	1	0
0.910874	1	0
0.914256	1	0
0.123632	1	0
0.988717	1	0
0.0153494	1	0
0.699294	0	1
0.845768	1	0
0.98075	1	0
0.432381	1	0
0.587611	1	0
0.568397	1	0
0.979205	1	0
0.966162	1	0
0.568397	1	0
0.868794	1	0
0.664673	1	0
0.692721	1	0
0.0134027	1	0
0.132973	1	0
0.55957	1	0
0.978409	1	0
0.489523	1	0
0.857026	1	0
0.792384	1	0
0.814672	1	0
0.671166	1	0
0.209447	1	0
0.300004	1	0
0.779047	1	0
0.968128	0	1
0.0761368	1	0
0.846952	1	0
0.0497864	1	0
0.566163	1	0
0.978409	1	0
0.568397	1	0
0.0859014	1	0
0.432577	1	0
0.805318	0	1
0.907375	1	0
0.95698	1	0
0.656667	1	0
0.631738	1	0
0.0761368	1	0
0.744896	1	0
0.983958	1	0
0.663236	1	0
0.814672	1	0
0.834552	1	0
0.568397	1	0
0.968128	0	1
0.910732	0	1
0.938741	1	0
0.762954	1	0
0.964612	1	0
0.983958	1	0
0.954873	0	1
0.558959	1	0
0.987746	1	0
0.147608	1	0
0.347307	1	0
0.966162	1	0
0.975351	1	0
0.94619	0	1
0.674939	1	0
0.95698	1	0
0.968128	0	1
0.987746	1	0
0.682097	1	0
0.964612	1	0
0.134191	1	0
0.425407	1	0
0.747692	1	0
0.0235936	1	0
0.762954	1	0
0.568397	1	0
0.0348212	1	0
0.0761368	1	0
0.805318	0	1
0.0235943	1	0
0.0098227	1	0
0.918577	0	1
0.876648	0	1
0.0401229	1	0
0.954873	0	1
0.230263	1	0
0.0178999	1	0
0.195087	1	0
0.0229292	1	0
0.979019	1	0
0.0297302	1	0
0.924903	0	1
0.0538255	1	0
0.0432321	1	0
0.0329581	1	0
0.03718	1	0
0.0761368	1	0
0.975351	1	0
0.216112	1	0
0.979019	1	0
0.979205	1	0
0.0697948	1	0
0.0718812	1	0
0.847561	1	0
0.746622	1	0
0.00894329	1	0
0.568397	1	0
0.568201	1	0
0.0937145	1	0
0.851532	0	1
0.00939717	1	0
0.922454	0	1
0.0153494	1	0
0.00751723	1	0
0.0417054	1	0
0.0239908	1	0
0.0295011	1	0
0.918577	0	1
0.712084	1	0
0.0461689	1	0
0.0937145	1	0
0.130566	1	0
0.137628	1	0
0.770219	1	0
0.0179914	1	0
0.772839	1	0
0.0218651	1	0
0.0432321	1	0
0.946306	0	1
0.432577	1	0
0.0461334	1	0
0.0179914	1	0
0.0417054	1	0
0.0829986	1	0
0.030678	1	0
0.174893	1	0
0.607037	0	1
0.0227446	1	0
0.726327	0	1
0.0132937	1	0
0.0243252	1	0
0.100973	1	0
0.0892684	1	0
0.03099	1	0
0.0274764	1	0
0.0743402	1	0
0.0644423	1	0
0.0136303	1	0
0.0983463	1	0
0.821407	0	1
0.0637249	1	0
0.03728	1	0
0.739294	1	0
0.699294	0	1
0.0098227	1	0
0.918986	0	1
0.0235936	1	0
0.0356832	1	0
0.0202142	1	0
0.024574	1	0
0.0140295	1	0
0.0101115	1	0
0.0498916	1	0
0.918986	0	1
0.011681	1	0
0.0432321	1	0
0.0497396	1	0
0.0894784	1	0
0.0367043	1	0
0.286802	1	0
0.607037	0	1
0.914256	1	0
0.0101947	1	0
0.0465346	1	0
0.134026	1	0
0.0139653	1	0
0.0673454	1	0
0.052354	1	0
0.0252124	1	0
0.0836306	1	0
0.0461689	1	0
0.00679532	1	0
0.727413	0	1
0.0497864	1	0
0.139665	1	0
0.967038	0	1
0.030678	1	0
0.134888	1	0
0.726327	0	1
0.0913928	1	0
0.0136303	1	0
0.0501794	1	0
0.72047	0	1
0.212194	1	0
0.0451199	1	0
0.0913928	1	0
0.0314023	1	0
0.8681	0	1
0.289733	1	0
0.0198789	1	0
0.0132937	1	0
0.114743	1	0
0.0461689	1	0
0.011681	1	0
0.0536211	1	0
0.867473	0	1
0.72047	0	1
0.0112244	1	0
0.082333	1	0
0.00570979	1	0
0.0594605	1	0
0.110709	1	0
0.00894329	1	0
0.0179914	1	0
0.988717	1	0
0.00751723	1	0
0.0644423	1	0
0.0140295	1	0
0.0937145	1	0
0.100973	1	0
0.0484197	1	0
0.0697424	1	0
0.757619	1	0
0.0353995	1	0
0.0272348	1	0
0.0272562	1	0
0.0179914	1	0
0.114743	1	0
0.0521549	1	0
0.030678	1	0
0.0891514	1	0
0.754457	1	0
0.0829986	1	0
0.744896	1	0
0.052354	1	0
0.72001	0	1
0.0353995	1	0
0.887664	0	1
0.182311	1	0
0.0187615	1	0
0.0984574	1	0
0.988717	1	0
0.0208022	1	0
0.162492	1	0
0.116073	1	0
0.0424648	1	0
0.137628	1	0
0.00679532	1	0
0.867473	0	1
0.111044	1	0
0.0862463	1	0
0.100973	1	0
0.72696	0	1
0.0122347	1	0
0.00660057	1	0
0.0153494	1	0
0.07735	1	0
0.0235936	1	0
0.0213186	1	0
0.0538255	1	0
0.0272562	1	0
0.0159995	1	0
0.0862463	1	0
0.0235943	1	0
0.36442	1	0
0.115645	1	0
0.887664	0	1
0.130566	1	0
0.028324	1	0
0.249199	1	0
0.140192	1	0
0.820604	0	1
0.0355277	1	0
0.0208787	1	0
0.0340478	1	0
0.0337123	1	0
0.0391854	1	0
0.0272348	1	0
0.00679532	1	0
0.0404741	1	0
0.864071	0	1
0.114661	1	0
0.167457	1	0
0.143153	1	0
0.0165941	1	0
0.0412904	1	0
0.0235936	1	0
0.072405	1	0
0.138961	1	0
0.029507	1	0
0.0631985	1	0
0.0266249	1	0
0.0859014	1	0
0.5	1	0
